Company,Invoice No,Date of Invoice,Payment Month,Client,FSAM / Job,FDA,Cat,Amount
Tactix Civil,Inv 0032,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002155-AYCA-5KDIAQ-2ERP-60-67 Newleaf Parade, Bonnyrigg ",NBN New Devs,"$2,049.80"
Worksafe,Inv 20181218,18/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,$881.79
KSJDA,Inv 18/1341,19/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001124-2ALS-01 - Alstonville,NBN Project Fusion,"$1,293.75"
KSJDA,Inv 18/1341,19/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001132-2WRD-20-STELLAR NPDL-Warialda,NBN Project Fusion,"$1,293.75"
KSJDA,Inv 18/1341,19/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001126-2GUN-01-STELLAR NPDL-Gunnedah,NBN Project Fusion,"$1,293.75"
KSJDA,Inv 18/1341,19/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001261-2TTF-20-STELLAR NPDL_MWR (A417)-Tenterfield,NBN Project Fusion,"$1,293.75"
Uptech Solutions,Inv 3001,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001947-2HOR-02-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$7,280.00"
Uptech Solutions,Inv 3002,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002347-2MIR-29-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$10,205.00"
Uptech Solutions,Inv 3003,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002346 - 2MIR-22 - MELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$2,145.00"
VS Connect,Inv 1039,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001947-2HOR-02-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$8,025.00"
VS Connect,Inv 1040,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002346 - 2MIR-22 - MELLAR NPDL_MWR (A417)-Miranda,NBN Project Fusion,"$4,225.00"
VS Connect,Inv 1041,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002345 - 2MIR-21 - MELLAR NPDL_MWR (A417) - Miranda ,NBN Project Fusion,"$12,935.00"
VS Connect,Inv 1042,20/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002347-2MIR-29-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$11,440.00"
Albas Constrcution,Inv 018,25/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002470-AYCA-5E7TWE-2MEN-60-37-39 Barden Rd, Barden Ridge HFC DFN",NBN New Devs DFN HFC,"$16,158.72"
Albas Constrcution,Inv 019,25/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$8,714.11"
Albas Constrcution,Inv 020,25/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,$820.00
Craig Comms,Inv - 45809-3,28/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$3,621.92"
Craig Comms,Inv - 45809-4,28/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$9,984.09"
Craig Comms,Inv - 45810-2,28/12/2018,31/01/2019,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$48,221.21"
Craig Comms,Inv - 45810-3,28/12/2018,31/01/2019,NBN Co,NBN A417,"MW417R001793-AYCA-4WB37J-2FRE-61-36 Pringle Ave, Belrose HFC DFN",NBN New Devs DFN HFC,"$12,830.22"
Craig Comms,Inv - 45810-4,28/12/2018,31/01/2019,NBN Co,NBN A417,MW417R002533-AYCA-2PNFXD-2ROS-66 -Corner Old South Road & Hamilton Street HFC DFN,NBN New Devs DFN HFC,"$5,699.52"
OSGA,Inv 201840,01/01/2019,13/02/2019,NBN Co,NBN Project Fusion,MW417R001261-2TTF-20-STELLAR NPDL_MWR (A417)-Tenterfield,NBN Project Fusion,"$93,060.00"
Nintey Nine Group,Inv 624,07/01/2019,21/01/2019,NBN Co,NBN A417,"MW417R002570-AYCA-4XIVYZ-HFC DFN-2UND-62-236-238 ILLAWARRA RD, MARRICKVILLE",NBN New Devs DFN HFC,"$1,500.00"
OSGA,Inv 201835,08/01/2019,23/01/2019,NBN Co,NBN Project Fusion,MW417R002347-2MIR-29-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$11,895.00"
OSGA,Inv 201836,08/01/2019,23/01/2019,NBN Co,NBN Project Fusion,MW417R002345 - 2MIR-21 - MELLAR NPDL_MWR (A417) - Miranda ,NBN Project Fusion,"$2,210.00"
B+B Asphalt,Inv 1661,10/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002121-AYCA-5JF564-9BLC-21-9 Braybrooke Street, Bruce ",NBN New Devs,$700.00
OSGA,Inv 201837,10/01/2019,28/01/2019,NBN Co,NBN Project Fusion,MW417R000559 - 2SPW-21 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$41,120.00"
OSGA,Inv 201838,11/01/2019,01/02/2019,NBN Co,NBN Project Fusion,MW417R001132-2WRD-20-STELLAR NPDL-Warialda,NBN Project Fusion,"$55,640.00"
OSGA,Inv 201841,14/01/2019,12/02/2019,NBN Co,NBN Project Fusion,MW417R000558 - 2SPW-20 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$16,800.00"
OSGA,Inv 201844,15/01/2019,15/02/2019,NBN Co,NBN Project Fusion,MW417R000172-2MON-25-STELLAR NPDL_MWR (A417)-Mona Vale,NBN Project Fusion,"$14,035.00"
Kennards,INV 20128334,16/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002292-AYCA-49OZC4-2EAS-65-257 Oxford St - 1,NBN New Devs,$203.64
FibreSole,Inv 003,17/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002533-AYCA-2PNFXD-2ROS-66 -Corner Old South Road & Hamilton Street HFC DFN,NBN New Devs DFN HFC,"$1,031.74"
FibreSole,Inv 004,17/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002948-AYCA-5XOE8H-2ORG-06-4 ELWIN DR, ORANGE",NBN New Devs DFN HFC,"$2,941.82"
KSJDA,Inv 19 1347,17/01/2019,28/02/2019,NBN Co,NBN A417,MW417R001310-AYCA-5N0IF2-2CFS-03-30 Park Ave Coffs Harbour NSB,NBN New Devs,$798.67
KSJDA,19/1348,17/01/2019,31/01/2019,NBN Co,NBN A417,MW417R001260-2SWR-20-STELLAR NPDL_MWR (A417)-South West Rocks,NBN Project Fusion,$700.00
Nintey Nine Group,Inv 625,17/01/2019,31/01/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,$960.00
Openshore,Inv 2156,17/01/2019,31/01/2019,NBN Co,NBN A417,"MW417R002406-2SIN-22-AYCA-5ST32Q-42-44 ENTREPRISE CRE, MCDOUGALLS HILL",Business Segment,"$31,029.95"
Kennards,Inv 20133718,18/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002292-AYCA-49OZC4-2EAS-65-257 Oxford St - 1,NBN New Devs,$246.36
Altus,Inv 195013,20/01/2019,03/02/2019,NBN Co,NBN A417,MW22293 - AYCA-4NNOGX - 2PTH-02 - 240-250 Great Western Hwy Kingswood,NBN New Devs,$988.33
Altus,Inv 195012,20/01/2019,03/02/2019,NBN Co,NBN A417,MW417R002292-AYCA-49OZC4-2EAS-65-257 Oxford St - 1,NBN New Devs,"$1,297.74"
Altus,Inv 195012,20/01/2019,03/02/2019,NBN Co,NBN A417,MW22436 - AYCA-4SRFAN-2226 Roseberry St Balgowlah NSW EXT,NBN New Devs,"$1,155.42"
Altus,Inv 195012,20/01/2019,03/02/2019,NBN Co,NBN A417,MW417R000716-AYCA-3S7B4B-2HMK-02-University of Technology Sydney,NBN New Devs,"$1,301.67"
Coffey,Inv CANB06557L,21/01/2019,04/02/2019,NBN Co,NBN A417,MW417R001665-AYCA-53R6D6-9BLC-04-Nest 3 ,NBN New Devs,$150.00
Nintey Nine Group,Inv 628,21/01/2019,04/02/2019,NBN Co,NBN A417,MW417R000716-AYCA-3S7B4B-2HMK-02-University of Technology Sydney,NBN New Devs,$640.00
Nintey Nine Group,Inv 627,21/01/2019,04/02/2019,NBN Co,NBN A417,"MW417R002737-AYCA-5HZXRM-2SHA-64-88 Reid Street, Werrington County HFC DFN",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 627,21/01/2019,04/02/2019,NBN Co,NBN A417,MW417R002789-AYCA-53VL4I-2PNN-68-116a-118-castle-hill- HFC DFN,NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 627,21/01/2019,04/02/2019,NBN Co,NBN A417,"MW417R002790-AYCA-5QBJSS-2PAR-62-7 Morton Street, Parramatta HFC DFN",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 629,21/01/2019,04/02/2019,NBN Co,NBN A417,"MW417R002426 - 2LIV-68 - AYCA-5ST336 - 78-82 RIVERSIDE RD, CHIPPING NORTON Chipping Norton",Business Segment,$720.00
OSGA,Inv 201845,22/01/2019,15/02/2019,NBN Co,NBN Project Fusion,MW417R001258-2ORC-22-STELLAR NPDL_MWR (A417)-Orchard Hills,NBN Project Fusion,"$2,010.00"
Bronson Saftey,Inv 56012,23/01/2019,06/02/2019,NBN Co,NBN A417,MW417R001920-AYCA-5OZYGU-2ERP-20-194-204 Chandos Rd Horsley Park,Business Segment,$46.90
Canberra Concrete Recyclers,Inv 600502,23/01/2019,06/02/2019,NBN Co,NBN A417,"MW417R002112-AYCA-4UFUW5-9MNS-25-Block 15, Section 56, Monash ",NBN New Devs,$54.05
Canberra Concrete Recyclers,Inv 600588,23/01/2019,06/02/2019,NBN Co,NBN A417,"MW417R002112-AYCA-4UFUW5-9MNS-25-Block 15, Section 56, Monash ",NBN New Devs,$92.86
Mega Cabling Solutions,Inv 1763,25/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002570-AYCA-4XIVYZ-HFC DFN-2UND-62-236-238 ILLAWARRA RD, MARRICKVILLE",NBN New Devs DFN HFC,"$9,915.63"
Mega Cabling Solutions,Inv 146,25/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002347-2MIR-29-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$3,250.00"
Mega Cabling Solutions,Inv 145,25/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002345 - 2MIR-21 - MELLAR NPDL_MWR (A417) - Miranda ,NBN Project Fusion,"$2,080.00"
Worksafe,Inv 20180125,25/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$39,752.97"
Tactix Civil,Inv 0033,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002329-AYCA-5MG99P-2MEN-62-593 Old Illawarra Road, Menai EXT",NBN New Devs,"$2,148.38"
Tactix Civil,Inv 0034,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002453-62-AYCA-5MGOY8-2MEN-589 Old Illawarra Road, Menai Ext",NBN New Devs,"$3,575.35"
Tactix Civil,Inv 0035,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002437-AYCA-4LVG38-2MIL-20-9-11 Edgeworth Place, Cartwright",NBN New Devs,"$2,271.88"
Tactix Civil,Inv 0036,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R001980-AYCA-5M4R4N-2SHA-64-76 Irwin Street, Werrington ",NBN New Devs,"$2,892.42"
Tactix Civil,Inv 0037,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R000518-AYCA-2V9V2D-2HOR-63-2 Cowan Road & 540A-542 Pacific Highway, Mount Colah",NBN New Devs,"$1,303.35"
Tactix Civil,Inv 0038,28/01/2019,28/02/2019,NBN Co,NBN A417,MW22293 - AYCA-4NNOGX - 2PTH-02 - 240-250 Great Western Hwy Kingswood,NBN New Devs,$479.76
Tactix Civil,Inv 0039,28/01/2019,28/02/2019,NBN Co,NBN A417,MW22436 - AYCA-4SRFAN-2226 Roseberry St Balgowlah NSW EXT,NBN New Devs,"$2,089.81"
Tactix Civil,Inv 0040,28/01/2019,28/02/2019,NBN Co,NBN A417,MW417R001986-AYCA-52VCLT-2NEW-20-Annandale Place - ,NBN New Devs,"$1,001.75"
Tactix Civil,Inv 0041,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$1,986.95"
Tactix Civil,Inv 0042,28/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,$911.47
Global Elite technologies   ,Inv 267,29/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002564-AYCA-512UVL-2WYO-03-Marineres Centre of Excellence - BUILD,NBN New Devs,"$4,647.15"
Global Elite technologies   ,Inv 267,29/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002406-2SIN-22-AYCA-5ST32Q-42-44 ENTREPRISE CRE, MCDOUGALLS HILL",Business Segment,"$4,199.30"
KSJDA,Inv 19 1361,29/01/2019,28/02/2019,NBN Co,NBN A417,MW417R001310-AYCA-5N0IF2-2CFS-03-30 Park Ave Coffs Harbour NSB,NBN New Devs,$546.46
OSGA,Inv 201846,29/01/2019,12/02/2019,NBN Co,NBN Project Fusion,MW417R001130-2MAC-20-STELLAR NPDL-Macksville,NBN Project Fusion,"$49,820.00"
Uptech Solutions,Inv 3005,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002583-2ORC-06 - Orchid Hills,NBN Project Fusion,"$4,740.68"
Uptech Solutions,Inv 3004,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002600 - 9DKI-04 - Deakin,NBN Project Fusion,"$8,930.00"
VS Connect,Inv 1044,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002583-2ORC-06 - Orchid Hills,NBN Project Fusion,"$9,490.00"
VS Connect,Inv 1045,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002582-2ERP-20 - Erskine Park,NBN Project Fusion,"$2,600.00"
VS Connect,Inv 1046,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002601-9DKI-05-ACT,NBN Project Fusion,"$1,358.50"
VS Connect,Inv 1047,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002600 - 9DKI-21- Deakin,NBN Project Fusion,"$6,663.50"
VS Connect,Inv 1048,30/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002347-2MIR-29-MELLAR NPDL_MWR (A417),NBN Project Fusion,"$2,405.00"
Albas Constrcution,Inv 021,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$6,300.73"
Albas Constrcution,Inv 022,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002563 - 2NRN-05 - AYCA-5FCHOB - 23 Grahams Hill Road, Narellan",NBN New Devs,"$3,613.52"
Albas Constrcution,Inv 023,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002384 - AYCA-5N4NUW- 2HBD-23 - 36 Wyndora Avenue, Freshwater ",NBN New Devs,"$2,505.20"
Albas Constrcution,Inv 024,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002429 - AYCA-5MQHDT - 2AVA-02 - 32 Ruskin Rowe, Avalon Beach",NBN New Devs,$474.40
Albas Constrcution,Inv 025,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002159-AYCA-5PIMJX-2STL-66-36A Park Road, Naremburn",NBN New Devs,"$1,415.20"
Albas Constrcution,Inv 026,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R001667 - AYCA-55XM3V - 2HBD-20 -10-12 Roger St, Brookvale",NBN New Devs,"$2,439.20"
Albas Constrcution,Inv 027,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$2,298.00"
Albas Constrcution,Inv 028,31/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,NBN New Devs DFN HFC,"$2,725.85"
Albas Constrcution,Inv 029,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002737-AYCA-5HZXRM-2SHA-64-88 Reid Street, Werrington County HFC DFN",NBN New Devs DFN HFC,"$15,020.51"
Altus,inv 194043,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$1,879.79"
Craig Comms,Inv 45810‐8,31/01/2019,28/02/2019,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$23,756.80"
Craig Comms,Inv 45810-4,31/01/2019,28/02/2019,NBN Co,NBN A417,MW417R002533-AYCA-2PNFXD-2ROS-66 -Corner Old South Road & Hamilton Street HFC DFN,NBN New Devs DFN HFC,"$6,665.33"
Craig Comms,Inv 45810-5,31/01/2019,28/02/2019,NBN Co,NBN A417,"MW417R001793-AYCA-4WB37J-2FRE-61-36 Pringle Ave, Belrose HFC DFN",NBN New Devs DFN HFC,"$24,753.67"
KSJDA,Inv 19/1364,02/02/2019,31/03/2019,NBN Co,NBN A401,MW417R001630 - AYCA-5PBMZD - 2URL-20 - 14 SALISBURY ST URALLA NSB,NBN New Devs,"$5,458.90 "
KSJDA,Inv 19/1363,02/02/2019,31/03/2019,NBN Co,NBN A401,MW417R001369 - AYCA-5DL8UH - 2MRE-02 - Boland Drive Moree NSB,NBN New Devs,"$9,928.94"
FibreSole,Inv 006,03/02/2019,31/03/2019,NBN Co,NBN A417,MW417R002533-AYCA-2PNFXD-2ROS-66 -Corner Old South Road & Hamilton Street HFC DFN,NBN New Devs DFN HFC,"$5,297.00"
KSJDA,Inv 19/1365,03/02/2019,31/03/2019,NBN Co,NBN A417,MW417R001126-2GUN-01-STELLAR NPDL-Gunnedah,NBN Project Fusion,"$3,240.00"
Nintey Nine Group,Inv 636 v2,04/02/2019,18/02/2019,NBN Co,NBN A417,"MW417R002792-AYCA-5JQV6N 2BAN-62-265 Hume Highway, Greenacre HFC DFN-Design NDD",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 636 v2,04/02/2019,18/02/2019,NBN Co,NBN A417,"MW417R002899-AYCA-2WNBI8-2PEN-64-31,33,37B Garfield-HFC DFN",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 637,04/02/2019,18/02/2019,NBN Co,NBN A417,"MW417R002570-AYCA-4XIVYZ-HFC DFN-2UND-62-236-238 ILLAWARRA RD, MARRICKVILLE",NBN New Devs DFN HFC,"$4,239.90"
Nintey Nine Group,Inv 635,04/02/2019,18/02/2019,NBN Co,NBN A417,"MW417R002470-AYCA-5E7TWE-2MEN-60-37-39 Barden Rd, Barden Ridge HFC DFN",NBN New Devs DFN HFC,"$2,050.56"
Nintey Nine Group,Inv 634,04/02/2019,18/02/2019,NBN Co,NBN A417,"MW417R002470-AYCA-5E7TWE-2MEN-60-37-39 Barden Rd, Barden Ridge HFC DFN",NBN New Devs DFN HFC,"$1,820.00"
Nintey Nine Group,Inv 631,04/02/2019,18/02/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,$720.00
Dubbo Traffic,Inv 15115,05/02/2019,19/02/2019,NBN Co,NBN A401,MW417R000845-AYCA-5KAX1D -2MDG-01- 20 Burrundulla Ave Mudgee NSB,NBN New Devs,$850.00
FibreSole,Inv 007,05/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002426 - 2LIV-68 - AYCA-5ST336 - 78-82 RIVERSIDE RD, CHIPPING NORTON Chipping Norton",Business Segment,"$5,647.00"
Altus,In 197628,10/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001913-AYCA-35V4R1-2HOM-03-208-214 Parramatta Rd, Homebush",NBN New Devs,"$1,394.87"
Altus,In 197627,10/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$1,508.59"
Coms R Us,Inv 850,10/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$13,508.12"
Coms R Us,Inv 851,10/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R000310--AYCA-5DPOWN-2APN-01-13 Technology Dr, Appin EXT",NBN New Devs,"$7,703.30"
Central Coast Council,PO-0546/Inv 292690,15/02/2019,31/03/2019,NBN Co,NBN A417,MW417R001085-AYCA-583XDD-17-2PTH-02-119 Jamison Rd South Penrith ,NBN New Devs,"$1,440.00"
KSJDA,Inv 19/1379,16/02/2019,31/03/2019,NBN Co,NBN A401,"MW417R001962 - AYCA-4W844H- 2DNM-20 - Grey Gum Road, Denman - 1",NBN New Devs,"$1,456.00"
KSJDA,Inv  19/1384,16/02/2019,31/03/2019,NBN Co,NBN A401,MW417R000845-AYCA-5KAX1D -2MDG-01- 20 Burrundulla Ave Mudgee NSB,NBN New Devs,"$4,084.31"
KSJDA,Inv  19/1385,16/02/2019,31/03/2019,NBN Co,NBN A401,"MW417R001670-AYCA-5ETO6E - 2TAM-07-7 Jack Smyth Drive, Hillvue ",NBN New Devs,"$5,689.38"
Altus,Inv 198730,17/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001913-AYCA-35V4R1-2HOM-03-208-214 Parramatta Rd, Homebush",NBN New Devs,"$2,323.72"
Nintey Nine Group,Inv 639,18/02/2019,04/03/2019,NBN Co,NBN A417,"MW417R002898-AYCA-4Y3W7O-2PYM-60-1017 Pacific Hwy, Pymble, HFC DFN",NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 639,18/02/2019,04/03/2019,NBN Co,NBN A417,MW417R002916-AYCA-49ZOSX - 2ROC-60-CIE GROUP HK-HFC DFN,NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 639,18/02/2019,04/03/2019,NBN Co,NBN A417,MW417R002917-AYCA-4LKVQJ - 2ROC-61-551 Gardeners Road -HFC DFN,NBN New Devs DFN HFC,"$1,500.00"
Nintey Nine Group,Inv 638,18/02/2019,04/03/2019,NBN Co,NBN A417,"MW417R001913-AYCA-35V4R1-2HOM-03-208-214 Parramatta Rd, Homebush",NBN New Devs,"$1,045.00"
Craig Comms,Inv 45810-10,19/02/2019,31/03/2019,NBN Co,NBN A401,MW417R001369 - AYCA-5DL8UH - 2MRE-02 - Boland Drive Moree NSB,NBN New Devs,"$3,410.43"
Craig Comms,Inv 45810-13,19/02/2019,31/03/2019,NBN Co,NBN A417,MW417R002154-AYCA-5MWJQ4-2MAC-22-222 Wallace St Macksville ,NBN New Devs,"$2,520.65"
Craig Comms,Inv 45810-14,19/02/2019,31/03/2019,NBN Co,NBN A417,MW417R002148 - AYCA-5D2DU0 - 2LCT-01 - Seawide Estate - 4,NBN New Devs,$427.15
Craig Comms,Inv - 45810-15,19/02/2019,31/03/2019,NBN Co,NBN A401,MW417R001310-AYCA-5N0IF2-2CFS-03-30 Park Ave Coffs Harbour NSB,NBN New Devs,$491.22
Craig Comms,Inv 45810-12,19/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$9,410.14"
Craig Comms,Inv 45810-11,19/02/2019,31/03/2019,NBN Co,NBN A417,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,NBN New Devs DFN HFC,"$7,728.13"
Craig Comms,Inv 45810-20,19/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$7,403.79"
Craig Comms,Inv 45810-19,19/02/2019,31/03/2019,NBN Co,NBN A417,MW417R002533-AYCA-2PNFXD-2ROS-66 -Corner Old South Road & Hamilton Street HFC DFN,NBN New Devs DFN HFC,$364.05
Craig Comms,Inv 45810-17,19/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002453-62-AYCA-5MGOY8-2MEN-589 Old Illawarra Road, Menai Ext",NBN New Devs,$197.91
Craig Comms,Inv 45810-16,19/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R000502-AYCA-4UMUPA-2KEL-07-21 Fairway Dr, Kellyville",NBN New Devs,$939.85
Craig Comms,Inv 45810-18,19/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002329-AYCA-5MG99P-2MEN-62-593 Old Illawarra Road, Menai EXT",NBN New Devs,"$1,113.13"
Jemena,Inv 93038096,20/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,$405.00
Nintey Nine Group,Inv 641,20/02/2019,06/03/2019,NBN Co,NBN A417,"MW417R002737-AYCA-5HZXRM-2SHA-64-88 Reid Street, Werrington County HFC DFN",NBN New Devs DFN HFC,"$1,680.90"
ACT Contracting,Inv 2747,21/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002112-AYCA-4UFUW5-9MNS-25-Block 15, Section 56, Monash ",NBN New Devs,"$2,825.46"
ACT Contracting,Inv 2748,21/02/2019,31/03/2019,NBN Co,NBN A417,MW417R002018-AYCA-5MCPUX-9SCU-23-151 Drake-Brockman Drive Higgins ACT,NBN New Devs,"$2,831.75"
Worksafe,Inv 728,21/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002545 -  AYCA-52UVXU - 2HOM-20 -The Christian, Strathfield South ",NBN New Devs,$802.42
Canterbury Council,Inv 2051010,22/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$6,617.10"
Worksafe,Inv 200190223,23/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$3,478.48"
Worksafe,Inv 200190223,23/02/2019,31/03/2019,NBN Co,NBN A417,"MW417R002899-AYCA-2WNBI8-2PEN-64-31,33,37B Garfield-HFC DFN",NBN New Devs DFN HFC,"$17,224.76"
Tactix Civil,Inv 043,24/02/2019,31/03/2019,NBN Co,NBN A417,MW22293 - AYCA-4NNOGX - 2PTH-02 - 240-250 Great Western Hwy Kingswood,NBN New Devs,"$1,591.42"
