RequestID,EFSCD,Project Status,Comments:
AYCA-5NR7GA,30/08/2019,Design,"29/03 - survey next week. FIR to be submitted next week
07/05 - FIR will be submitted this week.
18/05 - field completed this week. Issues with LT card"
AYCA-4X1Z9M,30/08/2019,Developer Delay,"15/06 - Pending material order
17/07- site visited, waiting on details
19/07- Site just beginning escavation for ground works. 
26/07: No Change
03/08 - no change
22/02- Due for follow up
27/02 - DT Apply CLAAN"
AYCA-4Z8X0L,28/09/2019,Pre-Construction,22/02 - awaiting for the correct type of MW. Pre-Agreed instead of one-off
AYCA-4Q4RLG,05/10/2019,Pre-Construction,"25/02 - civil works only. DT to scope/survey prior to submit the CLAAN
27/02 - site is still in early stage. SMP has not been installed yet through parent site. Middle P5 doesn't exist yet. Follow up in another month"
AYCA-4JW63S,25/10/2019,Developer Delay,"06/07 - L/P/C not ready, site sheds in the way,  no pits located, possibly under site sheds -  
17/07- Civils 18/07, still no comms room or pathway follow up 23/07 
24/07- Waiting for cable tray, follow up required
03/08 - Cable tray unable to be installed due to a temporary hydro pipe in the way. Estimated months until this is taken down. Ertan has been advised
20/02 - revised PON Patching SOW requested to nbn
22/02 - revised PON Patching SOW received
27/02 - possible long delay or job cancelled due to developer lost its funding"
AYCA-YGLEJ,29/11/2019,Pre-Construction,"01/11 - LAAN requested
09/11 - awaiting for TCP
16/11 - TCP sent to nbn on the 13th of Nov.
23/11 - awaiting for LAAN
30/11 - no change
07/12 - no change
14/12 - no change
21/12 - no change
11/01 - no change
18/01 - no change
23/01 - no further update will be given until LAAN is submitted
."
AYCA-481ES7,31/01/2020,Developer Delay,"06/07 - Forecast start date 27/08
13/07 - No change
20/07 - Possible delay up to 2 years - advised by developer
27/07 - no change
03/08 - No change
10/08 - no change
17/08 - EFSCD just updated to 2020.
24/08 - no change
31/08 - no change
06/09: no change
14/09 - no change
21/09 - no change
28/09 - no change
12/10 - no change
19/10 - no change
25/10 - no change
01/11 - no change
09/11 - no change
16/11 - no change
23/11 - no change
30/11 - no further update will be given until mid 2019
."
AYCA-3W384B,07/02/2020,Site Visit,"06/07 - Not ready, old houses with temp fence around. Inspected 13/06
26/07: No change
03/08 - no change
18/02 - Requested site contact details, LAANs, dependency status
12/03 - Still early stages, not priority"
AYCA-4LZWVS,28/02/2020,Pre-Construction,"16/02 - Contact, LAAN, requested on 20/12/2018 and received. No PON yet
30/03 - EFSCD long way out"
AYCA-4VG4KY,N/A,Completed,
AYCA-52JYBU,N/A,Completed,
AYCA-4C4E63,N/A,Completed,
AYCA-4PX9WA,N/A,Completed,
AYCA-4WVTLQ,N/A,Completed,
AYCA-5K3OHQ,N/A,Completed,"25/10 - LAAN start on the 30th of October
01/11 - no change
06/11 - PC submitted on the 5th of November"
AYCA-5NNV14,N/A,Completed,"19/10 - design submitted on Monday
25/10 - follow up email for design feedback sent out on the 23rd of October. Final design submitted today
01/11 - planned to start as per the LAAN, 121/11
09/11 - no change
16/11 - civil is completed. Haul and splice commencing next week
23/11 - field wok completed on the 20th. PC Pack next week
27/11 - PC submitted on the 26th of Nov"
AYCA-5FK9G7,N/A,Completed,"28/08 - Require survey LAAN before survey can commence
05/09 - Survey to commence today
06/09 - Survey completed. ADA 2TEM-20-02 has not been completed yet
14/09 - awaiting for nbn design approval
21/09 - no change
28/09 - design submitted 24/09
12/10 - design approved 02/10. Awaiting for the parent site to be completed
19/10 - no change
25/10 - Awaiting advise from nbn whether the ADA has been PC'ed
01/11 - ADA has been PC'ed
09/11 - scheduled in for this month
16/11 - no change
23/11 - still on track for this month
30/11 - aim for field completion end of next week
07/12 - field completed this week. PC submission mid next week
14/12 - still awaiting for celemetrix report to be fixed
21/12 - PC submitted this week"
AYCA-5S2CD6,N/A,Completed,"09/11 - survey is scheduled next week
16/11 - survey is completed. Design is due next week
23/11 - design is due today
26/11 - design is submitted today
30/11 - Version 2.0 of design is due to be submitted today
07/12 - awaiting for nbn design response
14/12 - design is approved. aim to start construction Jan 2019
21/12 - no change
11/01 - design approved this week
18/01 - external haul commencing this week.
23/01 - external haul completed. Splicing to commenc next week
."
AYCA-5H49UT,N/A,Completed,"21/12 - CSPO received this week.
11/01 - external haul is completed
18/01 - work order is 90% completed. Few defects. Rectification next week. PC date still holds
23/01 - PC this week. Slightly delayed due to defects
."
AYCA-5MCPUX,N/A,Completed,"23/11 - extensive build is required. New LAAN required
30/11 - Queries asked to whether we can use transACT network, otherwise approx. 230m of new build is required
07/12 - TransACT network to be used. Awaiting for new LAAN
14/12 - no change
21/12 - awaiting for new LAAN
11/01 - no change
18/01 - Lead-in was completed by developer/owner. Gator joint approval by Zlate. awaiting for LAAN
23/01 - awaiting LAAN. Lead-in construction by the developer is due to be completed within the next 2 weeks
19/02 - LAAN applied by DT
22/02 - external haul and civil completed. Aim to complete this site by end of next week
01/03 - field completed. aim for PC next week"
AYCA-5XOE8H,N/A,Completed,22/02 - design approved on the 21st of Feb. LAAN is commecing on the 8th of March. Spoke to Pritesh that we are going to start construction on the week of the 18th.
AYCA-63B4XW,N/A,Completed,"15/03 - design is to be submitted today. CLAAN sent today
22/03 - design is conditionally approved
29/03 - construction to commence next week
05/04 - Vis test 03/04 positive"
AYCA-5V3DPZ,N/A,Completed,"19/03 - aim to perform full scope next week
26/03 - email sent to Mark L asking for CLAAN and direction
29/03 - CLAAN obtained. Start as soon as the CLAAN window is open
05/04 - no change
26/04 - awaiting the report from arborist to proceed with the civil work
02/05 - aim to complete end of this week
10/05 - battery back up to be installed for all 9 premises"
AYCA-5V8X5D,N/A,Completed,"26/03 - CLAAN requested by Datateks
05/04 - start as soon as the CLAAN open
26/04 - awaiting for the customer to provide internal pathway
02/05 - aim to complete end of next week. Internal pathway completed as advised by the customer
10/05 - field completed this week"
AYCA-5KEC98,N/A,Completed,18/01 - CSPO received this week. Awaiting Ertan' confirmation as to how we are going to complete this site
AYCA-5AZA4J,N/A,Completed,"23/11 - EFSCD still in feb 2019
30/11 - no change
07/12 - no change
14/12 - no change
21/12 - no change
11/01 - no change
18/01 - no change
23/01 - no change
22/02 - advised by nbn that parent site is due for PC today. Lead-in is being fixed by the developer
01/03 - aim for field completion next week"
AYCA-5ZJJVL,,Completed,"26/04 - to be done the same time with Kambah group work order
02/05 - possible pushed out to the next 3 weeks
18/05 - field complete will be on Monday, 20/05"
AYCA-61XX6C,,Design,01/05 - survey to be scheduled in next week
AYCA-62FYYN,,Design,
AYCA-527MGD,,Design,
AYCA-6384TG,,Design,
AYCA-5HBFXB,,Design,
AYCA-62FMLI,,Design,29/05 - design was submitted 28/05
AYCA-5IS7AL,,Pre-Construction,
AYCA-5KAUOH,,Pre-Construction,
AYCA-627R64,,Design,
AYCA-627OQK,,Design,
AYCA-61KJXQ,,Design,
AYCA-64LL1W,,Design,
AYCA-628LT8,,Design,
AYCA-5SSUZP,,Design,
AYCA-58GJIP,,Design,
AYCA-5J56F6,,Design,
AYCA-61I1YF,,Design,
AYCA-5PXS5T,,Pre-Construction,
AYCA-61I1YF,,Pre-Construction,
AYCA-5GMMK0,,Pre-Construction,
AYCA-5WZRDN,,Pre-Construction,
AYCA-69DP2M ,,Design,
LOC000180413714,,Pre-construction,
AYCA-62BY2V,,Design,
