Contract,Project Title,Location,,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,maximoOrderNumber,FSAM/MPS,Suburb,Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internat DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A417 Greenfield MDU,MW417R000123-AYCA-523PM8-9MNK-01-8 Beaconsfield St Fyshwick ACT,ACT,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000123-AYCA-523PM8-9MNK-01-8 Beaconsfield St Fyshwick ACT,Fyshwick,"$6,863.96",,"$6,863.96","$7,550.36",,,$0.00,"$6,863.96",100%,Ertan Cicek,Direct Award,07/06/2018,,30/08/2018,84d
A417 Greenfield MDU,MW417R000161-AYCA-3D0J11-2ROC-02-15-21 Willis St Wolli Creek,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000161-AYCA-3D0J11-2ROC-02-15-21 Willis St Wolli Creek,Wolli Creek,"$1,641.98",,"$1,641.98","$1,806.18",,,$0.00,"$1,641.98",100%,Ertan Cicek,Direct Award,08/06/2018,,31/08/2018,84d
A417 Greenfield MDU,"MW417R000222-AYCA-4VFYJV-2BAN-64-27-37 Percy St, Bankstown",Sydney,,,,06/07/2018,06/07/2018,09/07/2018,,20/07/2018,03/08/2018,Jul-18,Aug-18,,"MW417R000222-AYCA-4VFYJV-2BAN-64-27-37 Percy St, Bankstown",Bankstown,"$4,388.94","$14,761.99","$19,150.93","$21,066.02","$9,921.16",,"$9,921.16","$9,229.77",48%,Ertan Cicek,Direct Award,08/06/2018,,29/09/2018,113d
A417 Greenfield MDU,MW417R000129-AYCA-4CG9U4-2KNS-04-29-31 Dunning Avenue Rosebery,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000129-AYCA-4CG9U4-2KNS-04-29-31 Dunning Avenue Rosebery,Roseberry,"$1,263.00",,"$1,263.00","$1,389.30",,,$0.00,"$1,263.00",100%,Ertan Cicek,Direct Award,11/06/2018,,30/08/2018,80d
A417 Greenfield MDU,MW417R000091-AYCA-57S6JD-2REV-20-50/42 Violet St Revesby,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000091-AYCA-57S6JD-2REV-20-50/42 Violet St Revesby,Revesby,"$2,570.53",,"$2,570.53","$2,827.58",,$380.18,$380.18,"$2,190.35",85%,Ertan Cicek,Direct Award,08/06/2018,,29/08/2018,82d
A417 Greenfield MDU,MW417R000217-AYCA-5ENHJH-2MIL-01-Browning and Colenso Cct Edmondson Park,Sydney,,,,15/06/2018,15/06/2018,15/06/2018,20/06/2018,29/06/2018,13/07/2018,Jun-18,Jul-18,,MW417R000217-AYCA-5ENHJH-2MIL-01-Browning and Colenso Cct Edmondson Park,Edmondson Park,"$2,924.92","-$2,087.42",$837.50,$921.25,,,$0.00,$837.50,100%,Ertan Cicek,Direct Award,08/06/2018,,04/09/2018,88d
A417 Greenfield MDU,"MW417R000157-2PAR-63-AYCA-4A46K7-208-210 Great Western Hwy, Westmead DFN Design & Construct",Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,"MW417R000157-2PAR-63-AYCA-4A46K7-208-210 Great Western Hwy, Westmead DFN Design & Construct",Westmead,"$24,836.06",,"$24,836.06","$27,319.67",,,$0.00,"$24,836.06",100%,Mark Leal,Direct Award,08/06/2018,,31/08/2018,84d
A401/Greenfield,"MW417R000044-AYCA-4YZZ1I-2ABN-03-149 The Boulevarde, Oak Flats",Sth Coast,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW417R000044-AYCA-4YZZ1I-2ABN-03-149 The Boulevarde, Oak Flats",Oak Flats,"$7,574.80",,"$7,574.80","$8,332.28",,,$0.00,"$7,574.80",100%,Andrew Mahassy,22/05/2018,25/05/2018,3d,28/06/2018,34d
A401/Greenfield,MW417R000063-AYCA-52381N-2SUX-01-284 River Rd Sussex Inlet,Sth Coast,,,,04/07/2018,04/07/2018,11/07/2018,,18/07/2018,01/08/2018,Jul-18,Aug-18,,MW417R000063-AYCA-52381N-2SUX-01-284 River Rd Sussex Inlet,Sussex Inlet,"$9,332.53","$1,389.86","$10,722.39","$11,794.63",,,$0.00,"$10,722.39",100%,Ertan Cicek,31/05/2018,12/06/2018,12d,04/07/2018,22d
A417 Greenfield MDU,MW417R000159-AYCA-4EZRCH-2MIR-26-1-3 Higherdale Ave Miranda,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000159-AYCA-4EZRCH-2MIR-26-1-3 Higherdale Ave Miranda,Miranda,$299.36,,$299.36,$329.30,,,$0.00,$299.36,100%,Ertan Cicek,Direct Award,12/06/2018,,31/08/2018,80d
A401/Greenfield,"MW22455 -AYCA-3LT1P4 -  2KEL-08 - Sub of 123 Arnold Ave, Kellyville - 2",Sydney,,,,25/06/2018,25/06/2018,09/07/2018,,09/07/2018,23/07/2018,Jun-18,Jul-18,,"MW22455 -AYCA-3LT1P4 -  2KEL-08 - Sub of 123 Arnold Ave, Kellyville - 2",Kellyville,"$7,140.73","$3,918.18","$11,058.91","$12,164.80",,,$0.00,"$11,058.91",100%,Sogand Mohtat,22/05/2018,12/06/2018,21d,26/06/2018,14d
A417 Greenfield MDU,"MW417R000223 - AYCA-5ALZB0 - 2BLK-07 - 6 Woods CL, Huntingwood  Ext",Sydney,,,,05/07/2018,06/07/2018,09/07/2018,,20/07/2018,03/08/2018,Jul-18,Aug-18,,"MW417R000223 - AYCA-5ALZB0 - 2BLK-07 - 6 Woods CL, Huntingwood  Ext",Huntingwood,"$5,802.97","$5,801.30","$11,604.27","$12,764.70",,,$0.00,"$11,604.27",100%,Ertan Cicek,Direct Award,12/06/2018,,28/09/2018,108d
A417 Greenfield MDU,"MW417R000211-AYCA-56B97M-2SEF-61-1 Tangerine St, Fairfield East",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000211-AYCA-56B97M-2SEF-61-1 Tangerine St, Fairfield East",Fairfield,"$2,424.06",,"$2,424.06","$2,666.47",,,$0.00,"$2,424.06",100%,Ertan Cicek,Direct Award,12/06/2018,,28/09/2018,108d
A401/Greenfield,"MW417R000149-AYCA-4M2GZ2-2ABN-01-2 Pine Street, Albion Park Rail",Sth Coast,,,,11/07/2018,11/07/2018,11/07/2018,,25/07/2018,08/08/2018,Jul-18,Aug-18,,"MW417R000149-AYCA-4M2GZ2-2ABN-01-2 Pine Street, Albion Park Rail",Albion Park,"$7,206.99","$2,158.71","$9,365.70","$10,302.27",,,$0.00,"$9,365.70",100%,Mark Leal,04/06/2018,12/06/2018,,29/06/2018,17d
NBN FttC Drops,2SPW-20 - Springwood Valiadation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2SPW-20 - Springwood Valiadation,Springwood,"$16,902.96",,"$16,902.96","$18,593.26","$8,924.00",,"$8,924.00","$7,978.96",47%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2SPW-21 - Springwood Valiadation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2SPW-21 - Springwood Valiadation,Springwood,"$8,798.88",,"$8,798.88","$9,678.77","$7,472.00",,"$7,472.00","$1,326.88",15%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2MIR-24 - Miranda Valiadation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2MIR-24 - Miranda Valiadation,Miranda,"$33,416.80",,"$33,416.80","$36,758.48","$20,672.00",,"$20,672.00","$12,744.80",38%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2POR-20 - Portland Valiadation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2POR-20 - Portland Valiadation,Portland,"$1,956.40",,"$1,956.40","$2,152.04","$1,467.50",,"$1,467.50",$488.90,25%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2MON-28 - Mona Vale Valiadation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2MON-28 - Mona Vale Valiadation,Mona Vale,"$22,896.40",,"$22,896.40","$25,186.04","$13,060.00",,"$13,060.00","$9,836.40",43%,Kirsty Doyle,Direct Award,,,,
A417 Greenfield MDU,"MW417R000218-AYCA-34MTV2-2BUR-07-133 Parramatta Rd, Homebush",Sydney,,,,29/06/2018,29/06/2018,,,13/07/2018,27/07/2018,Jun-18,Jul-18,,"MW417R000218-AYCA-34MTV2-2BUR-07-133 Parramatta Rd, Homebush",Homebush,"$4,296.81",,"$4,296.81","$4,726.49",,,$0.00,"$4,296.81",100%,Ertan Cicek,Direct Award,13/06/2018,,28/09/2018,107d
A417 Greenfield MDU,"MW417R000238-AYCA-52OEM0-2MON-25-33 Darley St, East, Mona Vale",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000238-AYCA-52OEM0-2MON-25-33 Darley St, East, Mona Vale",Mona Vale,"$1,832.88",,"$1,832.88","$2,016.17",,,$0.00,"$1,832.88",100%,Ertan Cicek,Direct Award,14/06/2018,,28/09/2018,106d
A401/Greenfield,MW417R000148-AYCA-4Z992M-2LIS-21-2A Napier St Goonellabah; 17 Blue Hills Ave Goonellabah,Nth Coast,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000148-AYCA-4Z992M-2LIS-21-2A Napier St Goonellabah; 17 Blue Hills Ave Goonellabah,Goonellabah,"$16,470.77",,"$16,470.77","$18,117.85",,,$0.00,"$16,470.77",100%,Mark Leal,04/06/2018,19/06/2018,15d,29/06/2018,10d
A417 Greenfield MDU,MW22264-AYCA-4YPT3F-145/129 - 2WAG-05-145 Hammond Ave East Wagga Wagga,Sydney,,Inv 13830,06/07/2018,18/06/2018,18/06/2018,,,02/07/2018,05/07/2018,Jun-18,Jul-18,,MW22264-AYCA-4YPT3F-145/129 - 2WAG-05-145 Hammond Ave East Wagga Wagga,Wagga Wagga,"$1,065.00",,"$1,065.00","$1,171.50",,,$0.00,"$1,065.00",100%,Nabeel Jaimon,19/04/2018,14/06/2018,56d,29/06/2018,15d
A417 Greenfield MDU,MW417R000280-AYCA-481ES7-2BTH-09-65 George St Bathurst,Central West,,,,,20/09/2018,,,,,Sep-18,Jan-00,,MW417R000280-AYCA-481ES7-2BTH-09-65 George St Bathurst,Bathurst,"$1,194.07",,"$1,194.07","$1,313.48",,,$0.00,"$1,194.07",100%,Ertan Cicek,Direct Award,14/06/2018,,20/09/2018,98d
A417 Greenfield MDU,MW417R000126-2HMK-02-AYCA-56Z0PS-37-49 O'Connor St Chippendale,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW417R000126-2HMK-02-AYCA-56Z0PS-37-49 O'Connor St Chippendale,Chippendale,"$3,328.23",,"$3,328.23","$3,661.05",,,$0.00,"$3,328.23",100%,Ertan Cicek,Direct Award,15/06/2018,,30/08/2018,76d
A417 Greenfield MDU,MW22573-AYCA-LYHJJ-2MTT-02-10 Cardigan St Mittagong,Sth NSW,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22573-AYCA-LYHJJ-2MTT-02-10 Cardigan St Mittagong,Mittagong,"$1,458.46",,"$1,458.46","$1,604.31",,,$0.00,"$1,458.46",100%,Ertan Cicek,Direct Award,15/06/2018,,28/08/2018,74d
A401/Greenfield,"MW417R000151-AYCA-4PBBAI-2RYD-01-6,8,10,12 Anderson Avenue Ryde",Sydney,,,,27/06/2018,27/06/2018,,,11/07/2018,25/07/2018,Jun-18,Jul-18,,"MW417R000151-AYCA-4PBBAI-2RYD-01-6,8,10,12 Anderson Avenue Ryde",Ryde,"$4,848.55",,"$4,848.55","$5,333.41",,,$0.00,"$4,848.55",100%,Ertan Cicek,Direct Award,15/06/2018,,29/06/2018,14d
A417 Greenfield MDU,"MW417R000299-AYCA-5AZ97T-2BTH-02-1 Wark Parade, Windradyne",Central West,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW417R000299-AYCA-5AZ97T-2BTH-02-1 Wark Parade, Windradyne",Windradyne,"$6,779.46",,"$6,779.46","$7,457.41",,,$0.00,"$6,779.46",100%,Ertan Cicek,Direct Award,15/06/2018,,28/09/2018,105d
A417 Greenfield MDU,"MW417R000298-AYCA-5CSK69-2LIV-03-94 Flowerdale Rd, Liverpool",Sydney,,,,04/07/2018,04/07/2018,09/07/2018,,18/07/2018,01/08/2018,Jul-18,Aug-18,,"MW417R000298-AYCA-5CSK69-2LIV-03-94 Flowerdale Rd, Liverpool",Liverpool,"$3,687.45","$2,280.35","$5,967.80","$6,564.58",,,$0.00,"$5,967.80",100%,Ertan Cicek,Direct Award,15/06/2018,,28/09/2018,105d
A401/Greenfield,"MW22481 - AYCA-4R2N0H - 2KEL-08 -6,8,9,11 John Hillas Avenue Kellyville",Sydney,,Inv 13833,06/07/2018,18/06/2018,18/06/2018,18/06/2018,20/06/2018,02/07/2018,05/07/2018,Jun-18,Jul-18,,"MW22481 - AYCA-4R2N0H - 2KEL-08 -6,8,9,11 John Hillas Avenue Kellyville",Kellyville,"$3,239.95","$3,749.57","$6,989.52","$7,688.47",,"$1,627.85","$1,627.85","$5,361.67",77%,Dave Yoemans,05/06/2018,13/06/2018,,02/07/2018,19d
A417 Greenfield MDU,"MW417R000301-AYCA-5AVN4W-2EPP-62-23-25 Forest Grove, Epping",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000301-AYCA-5AVN4W-2EPP-62-23-25 Forest Grove, Epping",Epping,"$1,648.00",,"$1,648.00","$1,812.80",,,$0.00,"$1,648.00",100%,Ertan Cicek,Direct Award,18/06/2018,,28/09/2018,102d
A417 Greenfield MDU,"MW417R000300-AYCA-57KT5A-2PTH-02-153 Jamison Rd, Penrith",Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,"MW417R000300-AYCA-57KT5A-2PTH-02-153 Jamison Rd, Penrith",Penrith,$958.19,,$958.19,"$1,054.01",,,$0.00,$958.19,100%,Ertan Cicek,Direct Award,18/06/2018,,28/08/2018,71d
A401/Greenfield,MW417R000246 - AYCA-4RTZSH - 2WOY-07 - 25 Phegan Street Woy Woy,Central Coast,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000246 - AYCA-4RTZSH - 2WOY-07 - 25 Phegan Street Woy Woy,Woy Woy,"$9,674.98",,"$9,674.98","$10,642.48",,,$0.00,"$9,674.98",100%,Ertan Cicek,18/06/2018,28/06/2018,10d,05/07/2018,7d
A417 Greenfield MDU,"MW417R000310--AYCA-5DPOWN-2APN-01-13 Technology Dr, Appin EXT",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000310--AYCA-5DPOWN-2APN-01-13 Technology Dr, Appin EXT",Appin,"$7,171.07",,"$7,171.07","$7,888.18",,$487.31,$487.31,"$6,683.76",93%,Ertan Cicek,Direct Award,20/06/2018,,28/09/2018,100d
A401/Greenfield,MW22430-AYCA-5667HJ-2WAG-01-12-16 Beetson Street Boorooma,Sth NSW,,,,21/06/2018,21/06/2018,,,05/07/2018,19/07/2018,Jun-18,Jul-18,,MW22430-AYCA-5667HJ-2WAG-01-12-16 Beetson Street Boorooma,Boorooma,"$2,717.54",,"$2,717.54","$2,989.29",,,$0.00,"$2,717.54",100%,Sogand Mohtat,17/05/2018,22/05/2018,5d,20/06/2018,29d
NBN FttC Drops,2SPW-28 Springwood Validation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2SPW-28 Springwood Validation,Springwood,"$26,977.04",,"$26,977.04","$29,674.74","$15,876.00",,"$15,876.00","$11,101.04",41%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2NYG-20 Nyngun Validation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2NYG-20 Nyngun Validation,Nyngan,"$10,971.38",,"$10,971.38","$12,068.52",,,$0.00,"$10,971.38",100%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2ORC-21 Orchard Hills Validation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2ORC-21 Orchard Hills Validation,Orchard Hills,"$11,802.16",,"$11,802.16","$12,982.38",,,$0.00,"$11,802.16",100%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,2ERP-21 Estern Creek Validation,Sydney,,,,,30/08/2017,,,,,Aug-17,Jan-00,,2ERP-21 Estern Creek Validation,Eskine park,"$6,956.40",,"$6,956.40","$7,652.04",,,$0.00,"$6,956.40",100%,Kirsty Doyle,Direct Award,,,,
A417 Greenfield MDU,"MW417R000348 - AYCA-5F1RYP - 2EDG-66 - 114 New South Head Road, Edgecliff",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000348 - AYCA-5F1RYP - 2EDG-66 - 114 New South Head Road, Edgecliff",Edgecliffe,"$3,323.69",,"$3,323.69","$3,656.06",,,$0.00,"$3,323.69",100%,Ertan Cicek,Direct Award,22/06/2018,,28/09/2018,98d
A417 Greenfield MDU,MW417R000347-AYCA-397TA7-2TGL-02-6-8 Painters Lane Terrigal,Central Coast,,,,,30/10/2018,,,,,Oct-18,Jan-00,,MW417R000347-AYCA-397TA7-2TGL-02-6-8 Painters Lane Terrigal,Terrigal,"$4,185.90",,"$4,185.90","$4,604.49",,,$0.00,"$4,185.90",100%,Ertan Cicek,Direct Award,25/06/2018,,19/09/2018,86d
A417 Greenfield MDU,MW417R000381-2APN-01-AYCA-5DPOWN-13 Technology Drive Appin INT,Sydney,,,,,30/11/2018,,,,,Nov-18,Jan-00,,MW417R000381-2APN-01-AYCA-5DPOWN-13 Technology Drive Appin INT,Appin,"$1,592.08",,"$1,592.08","$1,751.29",,,$0.00,"$1,592.08",100%,Ertan Cicek,Direct Award,25/06/2018,,30/10/2018,127d
A401/Greenfield,"MW417R000141-AYCA-4UXA3J-2ERN-03-1 and 4 Fox Glove Close, Green",Central Coast,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW417R000141-AYCA-4UXA3J-2ERN-03-1 and 4 Fox Glove Close, Green",Green Point,"$6,603.41",,"$6,603.41","$7,263.75",,,$0.00,"$6,603.41",100%,Dave Yoemans,04/06/2018,19/06/2018,15d,29/06/2018,10d
A417 Greenfield MDU,MW417R000354-AYCA-57CAFW-2CRO-01-KURNELL 2,Sydney,,,,06/07/2018,06/07/2018,,,20/07/2018,03/08/2018,Jul-18,Aug-18,,MW417R000354-AYCA-57CAFW-2CRO-01-KURNELL 2,Kurnell,"$1,791.95","$1,609.79","$3,401.74","$3,741.91",,,$0.00,"$3,401.74",100%,Ertan Cicek,Direct Award,26/06/2018,,28/09/2018,94d
A401/Greenfield,"MW417R000364-2ABN-03-AYCA-5DBDK2 -8 Werrang St, Albion Park Rail",Sth Coast,,,,03/07/2018,05/07/2018,,,19/07/2018,02/08/2018,Jul-18,Aug-18,,"MW417R000364-2ABN-03-AYCA-5DBDK2 -8 Werrang St, Albion Park Rail",Albion Park,"$2,852.73",,"$2,852.73","$3,138.00",,,$0.00,"$2,852.73",100%,Ertan Cicek,26/06/2018,04/07/2018,8d,12/09/2018,70d
A417 Greenfield MDU,"MW417R000383-AYCA-3MEHNA-9BLC-04-Nevertire St, Lawson",ACT,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000383-AYCA-3MEHNA-9BLC-04-Nevertire St, Lawson",Lawson,"$8,900.22",,"$8,900.22","$9,790.24",,,$0.00,"$8,900.22",100%,Ertan Cicek,Direct Award,28/06/2018,,28/09/2018,92d
A417 Greenfield MDU,"MW417R000346-AYCA-57CH4J-2CRO-01-8/268A Captain Cook Dr, Kurnell",Sydney,,,,06/07/2018,06/07/2018,10/07/2018,,20/07/2018,20/07/2018,Jul-18,Jul-18,,"MW417R000346-AYCA-57CH4J-2CRO-01-8/268A Captain Cook Dr, Kurnell",Kurnell,"$3,154.72","$4,773.34","$7,928.06","$8,720.87",,,$0.00,"$7,928.06",100%,Ertan Cicek,Direct Award,28/06/2018,,28/09/2018,92d
A417 Greenfield MDU,"MW417R000157-2PAR-63-AYCA-4A46K7-208-210 Great Western Hwy, Westmead DFN Design & Construct,  Mob payment",Sydney,,Inv 13742,14/06/2018,,30/08/2018,,,,14/06/2018,Aug-18,Jun-18,,"MW417R000157-2PAR-63-AYCA-4A46K7-208-210 Great Western Hwy, Westmead DFN Design & Construct,  Mob payment",Westmead,"$10,941.90",,"$10,941.90","$12,036.09",,,$0.00,"$10,941.90",100%,Mark Leal,Direct Award,08/06/2018,,31/08/2018,84d
A417 Greenfield MDU,"MW417R000397-AYCA-5BX3DW-2NEW-23-7-9 Hutchinson St, St Peters - 1",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000397-AYCA-5BX3DW-2NEW-23-7-9 Hutchinson St, St Peters - 1",St Peters,"$1,998.95",,"$1,998.95","$2,198.85",,,$0.00,"$1,998.95",100%,Ertan Cicek,Direct Award,29/06/2018,,28/09/2018,91d
A417 Greenfield MDU,"MW417R000395 - AYCA-56PP6W-2BAN-67-55-57 Chelmsford Ave, Bankstown",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000395 - AYCA-56PP6W-2BAN-67-55-57 Chelmsford Ave, Bankstown",Bankstown,"$6,228.33",,"$6,228.33","$6,851.16",,,$0.00,"$6,228.33",100%,Ertan Cicek,Direct Award,29/06/2018,,28/09/2018,91d
A401/Greenfield,"MW22519 - AYCA-4V3JM3 - 2COR-01 - 69 High Street, Thirroul",Sth Coast,,,,05/07/2018,05/07/2018,10/07/2018,,19/07/2018,02/08/2018,Jul-18,Aug-18,,"MW22519 - AYCA-4V3JM3 - 2COR-01 - 69 High Street, Thirroul",Thirroul,"$9,249.00","$5,339.41","$14,588.41","$16,047.25",,,$0.00,"$14,588.41",100%,Dave Yoemans,31/05/2018,13/06/2018,13d,29/06/2018,16d
NBN Assurance Sydney,"INC000008387493 - 166 Great Western Hwy, Wentworth Falls",NSW,,Inv 13781,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"INC000008387493 - 166 Great Western Hwy, Wentworth Falls",Wentworth Falls,"$2,434.66",,"$2,434.66","$2,678.13",,,$0.00,"$2,434.66",100%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW417R000569-2KTB-02-INC000007293986-Lot 22, 33 Foy Avenue, Medlow Bath",NSW,,Inv 13782,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000569-2KTB-02-INC000007293986-Lot 22, 33 Foy Avenue, Medlow Bath",Medlow Bath,"$1,537.68",,"$1,537.68","$1,691.45",,,$0.00,"$1,537.68",100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"INC000007561589 - Lot 102, 51 Mount St, Yass",NSW,,Inv 13784,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"INC000007561589 - Lot 102, 51 Mount St, Yass",Yass,"$1,819.54",,"$1,819.54","$2,001.49",,,$0.00,"$1,819.54",100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000520-2WWY-20-34 Church St, West Wyalong, NSW",NSW,,Inv 13785,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000520-2WWY-20-34 Church St, West Wyalong, NSW",West Wyalong,$768.84,,$768.84,$845.72,,,$0.00,$768.84,100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000510-2CON-20-74-76 Orange St, Condobolin, NSW-INC000007693413",NSW,,Inv 13786,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000510-2CON-20-74-76 Orange St, Condobolin, NSW-INC000007693413",Condobolin,$961.05,,$961.05,"$1,057.16",,,$0.00,$961.05,100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000508-2WAG-06-Lot 220, 23 Crisp Dr, Ashmont, NSW",NSW,,Inv 13787,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000508-2WAG-06-Lot 220, 23 Crisp Dr, Ashmont, NSW",Ashmont,$962.81,,$962.81,"$1,059.09",,,$0.00,$962.81,100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000503-2CON-20-Lot 11, 15 Busby Street, Condobolin",NSW,,Inv 13788,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000503-2CON-20-Lot 11, 15 Busby Street, Condobolin",Condobolin,$962.81,,$962.81,"$1,059.09",,,$0.00,$962.81,100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000507-2ALB-04-Lot 4, 2 Bunker Ct, Albury, NSW-INC000007471430",NSW,,Inv 13789,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000507-2ALB-04-Lot 4, 2 Bunker Ct, Albury, NSW-INC000007471430",Albury,"$2,947.22",,"$2,947.22","$3,241.94",,,$0.00,"$2,947.22",100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000511-2LTO-21-Lot 1, 45 Gossamer St, Leeton",NSW,,Inv 13790,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000511-2LTO-21-Lot 1, 45 Gossamer St, Leeton",Leeton,"$3,655.39",,"$3,655.39","$4,020.93",,,$0.00,"$3,655.39",100%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW417R000542-2KTB-02-51 DELMONTE AV, MEDLOW BATH-INC000008346619",NSW,,Inv 13794,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000542-2KTB-02-51 DELMONTE AV, MEDLOW BATH-INC000008346619",Medlow Bath,"$1,422.33",,"$1,422.33","$1,564.56",,,$0.00,"$1,422.33",100%,Tony Gabriel,,,,,
NBN Assurance Wagga,"MW417R000516-2HAY-20-Lot 7, 460 Orson St, Hay, NSW-INC000006971761",NSW,,Inv 13791,03/07/2018,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000516-2HAY-20-Lot 7, 460 Orson St, Hay, NSW-INC000006971761",Hay,"$11,144.61",,"$11,144.61","$12,259.07",,,$0.00,"$11,144.61",100%,Tony Gabriel,,,,,
NBN Assurance Sydney,"INC000008263241 –  24 NELSON RD, KATOOMBA",NSW,,,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"INC000008263241 –  24 NELSON RD, KATOOMBA",Katoomba,"$3,799.81",,"$3,799.81","$4,179.79",,,$0.00,"$3,799.81",100%,Tony Gabriel,,,,,
NBN Assurance Sydney,"MW417R000567-2BLK-05-INC000007924200-UNIT 501, LOT 1, 3 FIRST AV, SEVEN HILLS",NSW,,Inv 13795,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,"MW417R000567-2BLK-05-INC000007924200-UNIT 501, LOT 1, 3 FIRST AV, SEVEN HILLS",Seven Hills,"$4,389.91",,"$4,389.91","$4,828.90",,,$0.00,"$4,389.91",100%,Tony Gabriel,,,,,
NBN Assurance Sydney,INC000007742541- Lot 18 30 Christabel Street Lawson,NSW,,Inv 13798,,03/07/2018,03/07/2018,,,17/07/2018,31/07/2018,Jul-18,Jul-18,,INC000007742541- Lot 18 30 Christabel Street Lawson,Lawson,"$1,473.61",,"$1,473.61","$1,620.97",,,$0.00,"$1,473.61",100%,Tony Gabriel,,,,,
